,Budget,Cost,Block,DistTravel(mi),DesignatedPOD
1508,350000,10000,109,2.180428496,27
1509,350000,10000,110,5.15369599,17
1510,350000,10000,113,3.217775087,27
1511,350000,10000,115,0.691768489,44
1512,350000,10000,116,4.093421999,39
1513,350000,10000,117,8.272729068,39
1514,350000,10000,118,5.588965141,1
1515,350000,10000,120,2.910876862,39
1516,350000,10000,121,2.635206879,17
1517,350000,10000,122,1.783842529,27
1518,350000,10000,126,2.710768552,10
1519,350000,10000,131,2.460360676,27
1520,350000,10000,165,6.507623722,1
1521,350000,10000,174,5.147587177,39
1522,350000,10000,176,3.829199303,39
1523,350000,10000,177,4.779239244,17
1524,350000,10000,178,5.084731149,1
1525,350000,10000,179,3.391481569,10
1526,350000,10000,185,0.789793869,10
1527,350000,10000,191,7.735503523,1
1528,350000,10000,212,0.514121043,1
1529,350000,10000,227,5.218694666,1
1530,350000,10000,244,2.042839233,10
1531,350000,10000,253,6.099223537,39
1532,350000,10000,258,1.635467102,17
1533,350000,10000,273,4.238320729,17
1534,350000,10000,313,1.973641532,1
1535,350000,10000,314,1.538215098,1
1536,350000,10000,320,4.613274389,39
1537,350000,10000,322,2.052578637,44
1538,350000,10000,323,2.827109364,27
1539,350000,10000,324,3.051654722,1
1540,350000,10000,325,3.70259653,44
1541,350000,10000,328,4.659368042,1
1542,350000,10000,344,5.506832791,1
1543,350000,10000,345,6.305532563,27
1544,350000,10000,346,1.024559874,44
1545,350000,10000,347,3.544688374,1
1546,350000,10000,353,3.546774415,39
1547,350000,10000,354,3.466461909,27
1548,350000,10000,355,5.626932737,10
1549,350000,10000,356,7.364797778,17
1550,350000,10000,359,4.931094945,39
1551,350000,10000,370,2.500693601,44
1552,350000,10000,375,1.934012973,27
1553,350000,10000,376,1.670619997,17
1554,350000,10000,377,3.453553521,39
1555,350000,10000,378,3.56602999,39
1556,350000,10000,396,2.115436674,17
1557,350000,10000,402,2.975100777,1
1558,350000,10000,420,3.263989456,39
1559,350000,10000,421,8.326908397,39
1560,350000,10000,434,1.906827021,17
1561,350000,10000,435,3.173352343,27
1562,350000,10000,436,2.615781839,27
1563,350000,10000,437,2.95826013,27
1564,350000,10000,438,2.349800537,27
1565,350000,10000,443,3.068813817,27
1566,350000,10000,452,0.735162082,10
1567,350000,10000,453,0.486926747,10
1568,350000,10000,454,1.461311552,10
1569,350000,10000,455,0.495893342,10
1570,350000,10000,456,0.492402269,10
1571,350000,10000,457,0.828327991,10
1572,350000,10000,481,2.106618164,17
1573,350000,10000,482,1.265958636,10
1574,350000,10000,488,2.454859799,17
1575,350000,10000,490,5.735736221,39
1576,350000,10000,492,1.902243385,39
1577,350000,10000,494,4.451258625,1
1578,350000,10000,495,1.104934793,1
1579,350000,10000,496,1.809506709,17
1580,350000,10000,497,2.269200618,17
1581,350000,10000,498,3.269908433,1
1582,350000,10000,499,1.901839985,10
1583,350000,10000,501,2.966573973,27
1584,350000,10000,502,2.700242187,27
1585,350000,10000,511,7.397303008,39
1586,350000,10000,524,1.984069642,27
1587,350000,10000,527,1.557931162,17
1588,350000,10000,531,1.634594736,44
1589,350000,10000,532,0.832364644,1
1590,350000,10000,536,3.64658454,10
1591,350000,10000,550,3.753863297,39
1592,350000,10000,560,7.316209737,1
1593,350000,10000,579,7.955260643,39
1594,350000,10000,648,1.386178076,17
1595,350000,10000,649,5.424298518,1
1596,350000,10000,650,2.45167018,27
1597,350000,10000,651,4.675532669,1
1598,350000,10000,654,3.530839016,1
1599,350000,10000,681,3.177469761,27
1600,350000,10000,682,4.015675357,1
1601,350000,10000,683,3.861886479,1
1602,350000,10000,694,10.69246351,1
1603,350000,10000,695,5.364554346,1
1604,350000,10000,696,4.257228142,39
1605,350000,10000,700,2.931390851,1
1606,350000,10000,705,1.138096673,17
1607,350000,10000,706,3.482072501,10
1608,350000,10000,707,6.325363702,39
1609,350000,10000,709,4.848231628,39
1610,350000,10000,710,3.017153037,10
1611,350000,10000,712,2.812388887,10
1612,350000,10000,713,3.799351212,10
1613,350000,10000,714,1.846431434,1
1614,350000,10000,715,2.513387542,10
1615,350000,10000,716,2.403825239,10
1616,350000,10000,717,2.33357168,10
1617,350000,10000,718,1.513580919,1
1618,350000,10000,719,1.572644025,1
1619,350000,10000,720,2.391487572,1
1620,350000,10000,721,1.610811976,1
1621,350000,10000,722,1.524029653,27
1622,350000,10000,723,1.053353965,27
1623,350000,10000,724,2.365055234,27
1624,350000,10000,725,2.068808109,27
1625,350000,10000,726,2.574584371,27
1626,350000,10000,727,1.741208547,27
1627,350000,10000,728,2.034465772,27
1628,350000,10000,731,1.482766637,27
1629,350000,10000,732,1.728133006,27
1630,350000,10000,733,1.838127555,27
1631,350000,10000,734,2.092091479,27
1632,350000,10000,735,1.13137462,10
1633,350000,10000,736,1.282780582,39
1634,350000,10000,737,2.136323843,39
1635,350000,10000,738,1.627903147,39
1636,350000,10000,739,1.26443548,10
1637,350000,10000,740,0.508642171,10
1638,350000,10000,741,0.636063281,10
1639,350000,10000,742,2.069877237,17
1640,350000,10000,756,3.947077153,1
1641,350000,10000,757,3.161783351,1
1642,350000,10000,758,3.194108262,1
1643,350000,10000,759,4.781793871,1
1644,350000,10000,760,4.756984252,1
1645,350000,10000,761,4.769402208,1
1646,350000,10000,762,3.91460957,1
1647,350000,10000,763,4.102109425,1
1648,350000,10000,766,6.9463961,39
1649,350000,10000,767,6.474443289,39
1650,350000,10000,768,6.528783662,39
1651,350000,10000,769,6.402492984,39
1652,350000,10000,770,6.288937772,39
1653,350000,10000,771,6.005166477,39
1654,350000,10000,772,6.78298438,39
1655,350000,10000,773,6.649003703,39
1656,350000,10000,774,4.302689035,1
1657,350000,10000,775,3.440090616,1
1658,350000,10000,776,1.233992124,10
1659,350000,10000,820,5.055379375,39
1660,350000,10000,821,5.734311971,39
1661,350000,10000,822,5.22446031,39
1662,350000,10000,823,5.191493351,39
1663,350000,10000,824,4.450697115,39
1664,350000,10000,825,4.696658341,39
1665,350000,10000,826,1.895849221,44
1666,350000,10000,827,5.341174984,39
1667,350000,10000,832,1.440492616,1
1668,350000,10000,833,3.403412803,10
1669,350000,10000,835,3.20403203,10
1670,350000,10000,839,4.226501697,39
1671,350000,10000,840,4.262761638,39
1672,350000,10000,841,7.402678573,39
1673,350000,10000,842,2.498509839,44
1674,350000,10000,844,2.648404071,10
1675,350000,10000,845,5.098191708,1
1676,350000,10000,846,4.304925772,39
1677,350000,10000,877,5.31068528,1
1678,350000,10000,878,5.059679524,10
1679,350000,10000,879,3.029107465,1
1680,350000,10000,880,3.216686626,1
1681,350000,10000,882,2.044938359,10
1682,350000,10000,883,1.933623902,10
1683,350000,10000,884,1.581760846,10
1684,350000,10000,885,1.621829822,10
1685,350000,10000,886,2.803436107,1
1686,350000,10000,887,5.268366683,10
1687,350000,10000,888,6.030262233,39
1688,350000,10000,889,5.256578301,10
1689,350000,10000,890,4.652298316,1
1690,350000,10000,891,6.260005007,39
1691,350000,10000,892,3.712396103,1
1692,350000,10000,893,5.165981888,1
1693,350000,10000,895,4.77656147,1
1694,350000,10000,896,4.754825109,1
1695,350000,10000,897,5.672990424,39
1696,350000,10000,898,5.676685903,39
1697,350000,10000,902,0.922022891,27
1698,350000,10000,903,0.402716145,27
1699,350000,10000,904,0.602673368,27
1700,350000,10000,905,0.619836355,27
1701,350000,10000,906,0.895734117,27
1702,350000,10000,915,5.105257828,10
1703,350000,10000,916,5.13754656,10
1704,350000,10000,917,4.389053334,1
1705,350000,10000,918,5.223377498,10
1706,350000,10000,919,3.920172548,1
1707,350000,10000,920,3.620265986,1
1708,350000,10000,921,5.858906368,39
1709,350000,10000,922,5.820989657,39
1710,350000,10000,923,5.938736852,39
1711,350000,10000,924,5.804614834,39
1712,350000,10000,925,5.500231609,39
1713,350000,10000,926,5.977802693,39
1714,350000,10000,927,5.826401309,39
1715,350000,10000,928,6.028068125,39
1716,350000,10000,929,5.455195068,1
1717,350000,10000,931,5.530964442,27
1718,350000,10000,932,5.231637474,27
1719,350000,10000,933,5.505003359,27
1720,350000,10000,934,5.524400863,1
1721,350000,10000,935,7.402947493,39
1722,350000,10000,936,7.086263601,39
1723,350000,10000,937,6.734620801,39
1724,350000,10000,938,7.049029255,39
1725,350000,10000,939,7.319500281,39
1726,350000,10000,940,7.185795071,39
1727,350000,10000,941,2.685267117,44
1728,350000,10000,942,3.016737812,44
1729,350000,10000,943,2.699940988,44
1730,350000,10000,944,2.923968598,44
1731,350000,10000,945,2.534140493,44
1732,350000,10000,946,1.399339592,27
1733,350000,10000,947,2.877639092,27
1734,350000,10000,948,3.120185414,27
1735,350000,10000,949,6.988755002,39
1736,350000,10000,950,7.785545621,39
1737,350000,10000,951,6.031652361,27
1738,350000,10000,952,6.601316202,27
1739,350000,10000,953,7.432884628,39
1740,350000,10000,954,6.502755287,27
1741,350000,10000,955,7.644776193,39
1742,350000,10000,956,7.013211415,39
1743,350000,10000,957,6.334173423,39
1744,350000,10000,958,6.90179447,39
1745,350000,10000,959,6.837446932,39
1746,350000,10000,960,3.273768767,44
1747,350000,10000,961,6.686299095,39
1748,350000,10000,962,6.663803034,39
1749,350000,10000,963,6.702508206,39
1750,350000,10000,964,6.238561488,39
1751,350000,10000,965,1.848315508,44
1752,350000,10000,966,1.181241302,44
1753,350000,10000,967,2.790221217,44
1754,350000,10000,968,2.380210358,44
1755,350000,10000,969,1.274793022,44
1756,350000,10000,970,1.619108858,44
1757,350000,10000,971,1.857867806,44
1758,350000,10000,972,1.346986078,44
1759,350000,10000,973,1.215217855,44
1760,350000,10000,974,1.465196249,44
1761,350000,10000,975,1.791341268,44
1762,350000,10000,976,1.652737145,44
1763,350000,10000,977,1.639069373,44
1764,350000,10000,979,5.413351358,39
1765,350000,10000,980,4.27753381,39
1766,350000,10000,981,3.826506496,39
1767,350000,10000,988,1.93755393,10
1768,350000,10000,1009,1.563810485,44
1769,350000,10000,1010,1.062041676,44
1770,350000,10000,1011,0.81784334,44
1771,350000,10000,1012,0.63269152,44
1772,350000,10000,1013,1.151957331,44
1773,350000,10000,1014,1.222805618,44
1774,350000,10000,1015,5.377917881,39
1775,350000,10000,1016,4.267431665,39
1776,350000,10000,1017,3.916727238,39
1777,350000,10000,1018,1.395179854,44
1778,350000,10000,1019,4.668511494,39
1779,350000,10000,1020,4.124619223,39
1780,350000,10000,1021,4.230181653,39
1781,350000,10000,1022,3.871661906,39
1782,350000,10000,1023,3.99859168,39
1783,350000,10000,1025,5.175954192,39
1784,350000,10000,1029,2.080594486,10
1785,350000,10000,1038,5.63166002,39
1786,350000,10000,1039,1.32609512,44
1787,350000,10000,1044,1.591771203,1
1788,350000,10000,1049,3.110204087,39
1789,350000,10000,1051,4.51250079,1
1790,350000,10000,1052,5.319742215,17
1791,350000,10000,1063,4.01247389,44
1792,350000,10000,1064,2.17057208,10
1793,350000,10000,1070,0.188507988,10
1794,350000,10000,1071,0.641982693,10
1795,350000,10000,1072,1.142813097,10
1796,350000,10000,1073,1.975482911,10
1797,350000,10000,1074,2.006922059,39
1798,350000,10000,1075,1.908906646,39
1799,350000,10000,1076,2.031831508,39
1800,350000,10000,1077,3.51447852,44
1801,350000,10000,1082,2.267027076,17
1802,350000,10000,1085,6.192203141,39
1803,350000,10000,1095,0.821106233,1
1804,350000,10000,1096,0.712322712,1
1805,400000,10000,0,2.783267453,1
1806,400000,10000,1,3.164102083,1
1807,400000,10000,2,3.354985222,27
1808,400000,10000,3,1.962165016,27
1809,400000,10000,4,5.928945508,39
1810,400000,10000,5,3.236026297,27
1811,400000,10000,6,3.370164686,10
1812,400000,10000,7,5.586077287,39
1813,400000,10000,9,3.673955994,39
1814,400000,10000,10,3.436549584,39
1815,400000,10000,11,3.719820733,10
1816,400000,10000,12,2.599294246,1
1817,400000,10000,13,3.096169214,10
1818,400000,10000,14,2.972239034,10
1819,400000,10000,15,3.011604106,10
1820,400000,10000,16,1.384340542,1
1821,400000,10000,17,1.706657669,1
1822,400000,10000,18,0.896110357,1
1823,400000,10000,19,0.878124138,1
1824,400000,10000,20,2.210446004,17
1825,400000,10000,21,1.564886533,17
1826,400000,10000,22,1.89867605,17
1827,400000,10000,23,0.96078953,17
1828,400000,10000,24,0.861908782,17
1829,400000,10000,25,1.259198226,17
1830,400000,10000,26,1.531506637,17
1831,400000,10000,27,1.622246026,17
1832,400000,10000,28,1.372781746,17
1833,400000,10000,29,1.273377639,17
1834,400000,10000,30,1.267745222,17
1835,400000,10000,31,3.462123915,27
1836,400000,10000,32,3.570047491,27
1837,400000,10000,33,2.596121724,27
1838,400000,10000,37,1.19944181,10
1839,400000,10000,40,3.264367343,1
1840,400000,10000,41,1.157630303,1
1841,400000,10000,42,1.597401941,1
1842,400000,10000,44,2.194314132,40
1843,400000,10000,51,9.290112439,1
1844,400000,10000,52,5.340721122,27
1845,400000,10000,57,1.559317672,10
1846,400000,10000,58,2.274325837,10
1847,400000,10000,59,2.195676398,10
1848,400000,10000,60,2.404031472,10
1849,400000,10000,62,4.429846539,39
1850,400000,10000,63,3.226288241,39
1851,400000,10000,68,3.653996186,40
1852,400000,10000,69,1.560120428,40
1853,400000,10000,70,1.713245313,10
1854,400000,10000,71,1.232317427,1
1855,400000,10000,72,1.502332847,1
1856,400000,10000,74,4.425780319,17
1857,400000,10000,77,4.239200335,1
1858,400000,10000,81,2.45649958,1
1859,400000,10000,86,3.120891004,1
1860,400000,10000,93,2.444635862,27
1861,400000,10000,94,1.982463302,27
1862,400000,10000,95,2.249080845,40
1863,400000,10000,96,1.146506878,40
1864,400000,10000,97,2.967349352,1
1865,400000,10000,103,5.137739552,17
1866,400000,10000,106,2.442761692,40
1867,400000,10000,107,7.130085848,1
1868,400000,10000,108,3.305118864,44
1869,400000,10000,109,2.180428496,27
1870,400000,10000,110,3.629906654,40
1871,400000,10000,113,3.217775087,27
1872,400000,10000,115,0.691768489,44
1873,400000,10000,116,4.093421999,39
1874,400000,10000,117,1.883248958,29
1875,400000,10000,118,5.588965141,1
1876,400000,10000,120,2.910876862,39
1877,400000,10000,121,2.635206879,17
1878,400000,10000,122,1.783842529,27
1879,400000,10000,126,2.710768552,10
1880,400000,10000,131,2.460360676,27
1881,400000,10000,165,6.507623722,1
1882,400000,10000,174,5.147587177,39
1883,400000,10000,176,3.829199303,39
1884,400000,10000,177,2.5144083,1
1885,400000,10000,178,5.084731149,1
1886,400000,10000,179,3.391481569,10
1887,400000,10000,185,0.789793869,10
1888,400000,10000,191,7.735503523,1
1889,400000,10000,212,0.514121043,1
1890,400000,10000,227,5.218694666,1
1891,400000,10000,244,2.042839233,10
1892,400000,10000,253,6.099223537,39
1893,400000,10000,258,1.635467102,17
1894,400000,10000,273,4.238320729,17
1895,400000,10000,313,1.973641532,1
1896,400000,10000,314,1.538215098,1
1897,400000,10000,320,4.613274389,39
1898,400000,10000,322,2.052578637,44
1899,400000,10000,323,2.827109364,27
1900,400000,10000,324,3.051654722,1
1901,400000,10000,325,2.159125475,29
1902,400000,10000,328,2.202107317,40
1903,400000,10000,344,5.506832791,1
1904,400000,10000,345,6.305532563,27
1905,400000,10000,346,1.024559874,44
1906,400000,10000,347,3.544688374,1
1907,400000,10000,353,3.546774415,39
1908,400000,10000,354,3.648743911,1
1909,400000,10000,355,4.767554957,1
1910,400000,10000,356,2.01643303,40
1911,400000,10000,359,4.931094945,39
1912,400000,10000,370,2.500693601,44
1913,400000,10000,375,1.934012973,27
1914,400000,10000,376,1.670619997,17
1915,400000,10000,377,3.453553521,39
1916,400000,10000,378,3.56602999,39
1917,400000,10000,396,2.115436674,17
1918,400000,10000,402,2.975100777,1
1919,400000,10000,420,3.263989456,39
1920,400000,10000,421,1.96053434,29
1921,400000,10000,434,1.906827021,17
1922,400000,10000,435,3.173352343,27
1923,400000,10000,436,2.615781839,27
1924,400000,10000,437,2.95826013,27
1925,400000,10000,438,2.349800537,27
1926,400000,10000,443,3.068813817,27
1927,400000,10000,452,0.735162082,10
1928,400000,10000,453,0.486926747,10
1929,400000,10000,454,1.461311552,10
1930,400000,10000,455,0.495893342,10
1931,400000,10000,456,0.492402269,10
1932,400000,10000,457,0.828327991,10
1933,400000,10000,481,2.106618164,17
1934,400000,10000,482,1.265958636,10
1935,400000,10000,488,1.619681821,10
1936,400000,10000,490,5.735736221,39
1937,400000,10000,492,1.902243385,39
1938,400000,10000,494,1.803818592,40
1939,400000,10000,495,1.104934793,1
1940,400000,10000,496,1.809506709,17
1941,400000,10000,497,2.269200618,17
1942,400000,10000,498,3.269908433,1
1943,400000,10000,499,1.901839985,10
1944,400000,10000,501,2.966573973,27
1945,400000,10000,502,2.700242187,27
1946,400000,10000,511,0.966305907,29
1947,400000,10000,524,1.984069642,27
1948,400000,10000,527,1.557931162,17
1949,400000,10000,531,1.634594736,44
1950,400000,10000,532,0.832364644,1
1951,400000,10000,536,3.64658454,10
1952,400000,10000,550,3.753863297,39
1953,400000,10000,560,7.316209737,1
1954,400000,10000,579,1.568106908,29
1955,400000,10000,648,1.386178076,17
1956,400000,10000,649,0.885027712,40
1957,400000,10000,650,2.45167018,27
1958,400000,10000,651,2.048733127,40
1959,400000,10000,654,2.932253163,40
1960,400000,10000,681,3.177469761,27
1961,400000,10000,682,4.015675357,1
1962,400000,10000,683,3.861886479,1
1963,400000,10000,694,10.69246351,1
1964,400000,10000,695,5.364554346,1
1965,400000,10000,696,4.257228142,39
1966,400000,10000,700,2.931390851,1
1967,400000,10000,705,1.138096673,17
1968,400000,10000,706,3.482072501,10
1969,400000,10000,707,6.325363702,39
1970,400000,10000,709,4.848231628,39
1971,400000,10000,710,3.017153037,10
1972,400000,10000,712,2.812388887,10
1973,400000,10000,713,3.799351212,10
1974,400000,10000,714,1.846431434,1
1975,400000,10000,715,1.706059158,1
1976,400000,10000,716,2.403825239,10
1977,400000,10000,717,2.33357168,10
1978,400000,10000,718,1.513580919,1
1979,400000,10000,719,1.572644025,1
1980,400000,10000,720,2.391487572,1
1981,400000,10000,721,1.610811976,1
1982,400000,10000,722,1.524029653,27
1983,400000,10000,723,1.053353965,27
1984,400000,10000,724,2.365055234,27
1985,400000,10000,725,2.068808109,27
1986,400000,10000,726,2.385812199,40
1987,400000,10000,727,1.741208547,27
1988,400000,10000,728,2.034465772,27
1989,400000,10000,731,1.482766637,27
1990,400000,10000,732,1.728133006,27
1991,400000,10000,733,1.838127555,27
1992,400000,10000,734,2.092091479,27
1993,400000,10000,735,1.13137462,10
1994,400000,10000,736,1.282780582,39
1995,400000,10000,737,2.136323843,39
1996,400000,10000,738,1.627903147,39
1997,400000,10000,739,1.26443548,10
1998,400000,10000,740,0.508642171,10
1999,400000,10000,741,0.636063281,10
2000,400000,10000,742,1.267014656,10
2001,400000,10000,756,3.947077153,1
2002,400000,10000,757,3.161783351,1
2003,400000,10000,758,3.194108262,1
2004,400000,10000,759,4.781793871,1
2005,400000,10000,760,4.756984252,1
2006,400000,10000,761,4.769402208,1
2007,400000,10000,762,3.91460957,1
2008,400000,10000,763,4.102109425,1
2009,400000,10000,766,5.780145966,1
2010,400000,10000,767,6.474443289,39
2011,400000,10000,768,6.528783662,39
2012,400000,10000,769,6.402492984,39
2013,400000,10000,770,6.288937772,39
2014,400000,10000,771,6.005166477,39
2015,400000,10000,772,6.78298438,39
2016,400000,10000,773,6.649003703,39
2017,400000,10000,774,2.382651019,40
2018,400000,10000,775,2.891922502,40
2019,400000,10000,776,1.233992124,10
2020,400000,10000,820,5.055379375,39
2021,400000,10000,821,5.734311971,39
2022,400000,10000,822,5.22446031,39
2023,400000,10000,823,5.191493351,39
2024,400000,10000,824,4.450697115,39
2025,400000,10000,825,4.696658341,39
2026,400000,10000,826,1.895849221,44
2027,400000,10000,827,5.341174984,39
2028,400000,10000,832,1.440492616,1
2029,400000,10000,833,3.403412803,10
2030,400000,10000,835,3.20403203,10
2031,400000,10000,839,4.226501697,39
2032,400000,10000,840,4.262761638,39
2033,400000,10000,841,0.737258544,29
2034,400000,10000,842,2.498509839,44
2035,400000,10000,844,2.648404071,10
2036,400000,10000,845,5.098191708,1
2037,400000,10000,846,4.304925772,39
2038,400000,10000,877,5.31068528,1
2039,400000,10000,878,5.059679524,10
2040,400000,10000,879,3.029107465,1
2041,400000,10000,880,3.216686626,1
2042,400000,10000,882,2.044938359,10
2043,400000,10000,883,1.933623902,10
2044,400000,10000,884,1.581760846,10
2045,400000,10000,885,1.621829822,10
2046,400000,10000,886,2.803436107,1
2047,400000,10000,887,4.405880275,1
2048,400000,10000,888,6.030262233,39
2049,400000,10000,889,5.256578301,10
2050,400000,10000,890,4.652298316,1
2051,400000,10000,891,6.260005007,39
2052,400000,10000,892,3.712396103,1
2053,400000,10000,893,5.165981888,1
2054,400000,10000,895,4.77656147,1
2055,400000,10000,896,4.754825109,1
2056,400000,10000,897,5.672990424,39
2057,400000,10000,898,5.676685903,39
2058,400000,10000,902,0.922022891,27
2059,400000,10000,903,0.402716145,27
2060,400000,10000,904,0.602673368,27
2061,400000,10000,905,0.619836355,27
2062,400000,10000,906,0.895734117,27
2063,400000,10000,915,4.266331179,1
2064,400000,10000,916,5.13754656,10
2065,400000,10000,917,4.389053334,1
2066,400000,10000,918,5.223377498,10
2067,400000,10000,919,3.920172548,1
2068,400000,10000,920,3.620265986,1
2069,400000,10000,921,5.858906368,39
2070,400000,10000,922,5.820989657,39
2071,400000,10000,923,5.938736852,39
2072,400000,10000,924,2.56830814,44
2073,400000,10000,925,5.500231609,39
2074,400000,10000,926,2.613051952,44
2075,400000,10000,927,5.826401309,39
2076,400000,10000,928,6.028068125,39
2077,400000,10000,929,5.455195068,1
2078,400000,10000,931,5.530964442,27
2079,400000,10000,932,5.231637474,27
2080,400000,10000,933,5.505003359,27
2081,400000,10000,934,5.524400863,1
2082,400000,10000,935,0.744393162,29
2083,400000,10000,936,7.086263601,39
2084,400000,10000,937,6.734620801,39
2085,400000,10000,938,1.395852767,29
2086,400000,10000,939,0.88850318,29
2087,400000,10000,940,0.515911229,29
2088,400000,10000,941,2.685267117,44
2089,400000,10000,942,3.016737812,44
2090,400000,10000,943,2.699940988,44
2091,400000,10000,944,2.923968598,44
2092,400000,10000,945,2.534140493,44
2093,400000,10000,946,1.399339592,27
2094,400000,10000,947,2.877639092,27
2095,400000,10000,948,3.120185414,27
2096,400000,10000,949,0.723801689,29
2097,400000,10000,950,1.583835434,29
2098,400000,10000,951,6.031652361,27
2099,400000,10000,952,6.601316202,27
2100,400000,10000,953,1.234750562,29
2101,400000,10000,954,1.851502312,29
2102,400000,10000,955,1.257622459,29
2103,400000,10000,956,0.423369055,29
2104,400000,10000,957,2.764990975,44
2105,400000,10000,958,0.405066723,29
2106,400000,10000,959,0.356920888,29
2107,400000,10000,960,0.308128086,29
2108,400000,10000,961,0.514824299,29
2109,400000,10000,962,6.663803034,39
2110,400000,10000,963,0.225648684,29
2111,400000,10000,964,6.238561488,39
2112,400000,10000,965,1.848315508,44
2113,400000,10000,966,1.181241302,44
2114,400000,10000,967,0.499421512,29
2115,400000,10000,968,2.380210358,44
2116,400000,10000,969,1.274793022,44
2117,400000,10000,970,1.619108858,44
2118,400000,10000,971,1.857867806,44
2119,400000,10000,972,1.346986078,44
2120,400000,10000,973,1.215217855,44
2121,400000,10000,974,1.465196249,44
2122,400000,10000,975,1.791341268,44
2123,400000,10000,976,1.652737145,44
2124,400000,10000,977,1.639069373,44
2125,400000,10000,979,5.413351358,39
2126,400000,10000,980,4.27753381,39
2127,400000,10000,981,3.826506496,39
2128,400000,10000,988,1.93755393,10
2129,400000,10000,1009,1.563810485,44
2130,400000,10000,1010,1.062041676,44
2131,400000,10000,1011,0.81784334,44
2132,400000,10000,1012,0.63269152,44
2133,400000,10000,1013,1.151957331,44
2134,400000,10000,1014,1.222805618,44
2135,400000,10000,1015,5.377917881,39
2136,400000,10000,1016,4.267431665,39
2137,400000,10000,1017,3.916727238,39
2138,400000,10000,1018,1.395179854,44
2139,400000,10000,1019,4.668511494,39
2140,400000,10000,1020,4.124619223,39
2141,400000,10000,1021,4.230181653,39
2142,400000,10000,1022,3.871661906,39
2143,400000,10000,1023,3.99859168,39
2144,400000,10000,1025,5.175954192,39
2145,400000,10000,1029,2.080594486,10
2146,400000,10000,1038,5.63166002,39
2147,400000,10000,1039,1.32609512,44
2148,400000,10000,1044,1.591771203,1
2149,400000,10000,1049,3.110204087,39
2150,400000,10000,1051,1.768633596,40
2151,400000,10000,1052,2.787601446,40
2152,400000,10000,1063,1.186752066,29
2153,400000,10000,1064,2.17057208,10
2154,400000,10000,1070,0.188507988,10
2155,400000,10000,1071,0.641982693,10
2156,400000,10000,1072,1.142813097,10
2157,400000,10000,1073,1.975482911,10
2158,400000,10000,1074,2.006922059,39
2159,400000,10000,1075,1.908906646,39
2160,400000,10000,1076,2.031831508,39
2161,400000,10000,1077,0.760577427,29
2162,400000,10000,1082,2.267027076,17
2163,400000,10000,1085,6.192203141,39
2164,400000,10000,1095,0.821106233,1
2165,400000,10000,1096,0.712322712,1
2166,500000,10000,0,3.433993615,40
2167,500000,10000,1,3.164102083,1
2168,500000,10000,2,3.354985222,27
2169,500000,10000,3,1.962165016,27
2170,500000,10000,4,2.310066952,28
2171,500000,10000,5,3.236026297,27
2172,500000,10000,6,3.370164686,10
2173,500000,10000,7,5.586077287,39
2174,500000,10000,9,3.673955994,39
2175,500000,10000,10,3.436549584,39
2176,500000,10000,11,3.719820733,10
2177,500000,10000,12,2.599294246,1
2178,500000,10000,13,3.096169214,10
2179,500000,10000,14,2.9221736351619844e-12,1
2180,500000,10000,14,2.9722390339960616,10
2181,500000,10000,15,3.011604106,10
2182,500000,10000,16,1.384340542,1
2183,500000,10000,17,1.706657669,1
2184,500000,10000,18,0.896110357,1
2185,500000,10000,19,0.878124138,1
2186,500000,10000,20,2.210446004,17
2187,500000,10000,21,1.564886533,17
2188,500000,10000,22,1.89867605,17
2189,500000,10000,23,0.96078953,17
2190,500000,10000,24,0.861908782,17
2191,500000,10000,25,1.259198226,17
2192,500000,10000,26,1.531506637,17
2193,500000,10000,27,1.622246026,17
2194,500000,10000,28,1.372781746,17
2195,500000,10000,29,1.273377639,17
2196,500000,10000,30,1.267745222,17
2197,500000,10000,31,3.462123915,27
2198,500000,10000,32,3.570047491,27
2199,500000,10000,33,2.596121724,27
2200,500000,10000,37,1.19944181,10
2201,500000,10000,40,3.704811695,40
2202,500000,10000,41,1.157630303,1
2203,500000,10000,42,1.597401941,1
2204,500000,10000,44,2.194314132,40
2205,500000,10000,51,9.290112439,1
2206,500000,10000,52,5.340721122,27
2207,500000,10000,57,1.559317672,10
2208,500000,10000,58,2.274325837,10
2209,500000,10000,59,2.195676398,10
2210,500000,10000,60,2.404031472,10
2211,500000,10000,62,4.429846539,39
2212,500000,10000,63,3.226288241,39
2213,500000,10000,68,3.653996186,40
2214,500000,10000,69,1.560120428,40
2215,500000,10000,70,1.713245313,10
2216,500000,10000,71,1.232317427,1
2217,500000,10000,72,1.502332847,1
2218,500000,10000,74,3.665607405,40
2219,500000,10000,77,4.239200335,1
2220,500000,10000,81,2.45649958,1
2221,500000,10000,86,3.120891004,1
2222,500000,10000,93,2.444635862,27
2223,500000,10000,94,1.982463302,27
2224,500000,10000,95,2.249080845,40
2225,500000,10000,96,1.146506878,40
2226,500000,10000,97,3.593374372,40
2227,500000,10000,103,2.427081678,5
2228,500000,10000,106,2.442761692,40
2229,500000,10000,107,7.130085848,1
2230,500000,10000,108,3.305118864,44
2231,500000,10000,109,2.180428496,27
2232,500000,10000,110,3.287794417,5
2233,500000,10000,113,3.217775087,27
2234,500000,10000,115,0.691768489,44
2235,500000,10000,116,4.093421999,39
2236,500000,10000,117,1.883248958,29
2237,500000,10000,118,5.588965141,1
